terminos_multipalabra
"['mari olorosa ojos verdes', 'la negra', 'camello primo', 'mari olorosa ojos verdes']"
['sinaloa\npasa']
"['oh, shit', 'highway patrol', 'soy de la ley', 'el county', 'san diego\nsonó']"
"['ciudad\namigo', 'enemigo de enemigos\nalegre', 'coronel\ncapitanes', 'de ciudades a la sierra\ny de la sierra a fronteras\nespecial al capirruri\nque']"
"['sinaloa\nla tía', 'teresa mendoza\nel güero', 'tere\n""te', 'ciudad juárez\nles', 'cessna\nen la sierra', 'epifanio vargas\n""teresa', 'don santiago fisterra\njuntaron', 'manolo céspedes', 'mexicana\na veces de piel vestía', 'su tierra', 'tierra natal\nteresa', 'mar\nuna mujer muy valiente', 'mexicana\ndicen', 'miami\nde la unión americana']"
['la muerte anda entre las sotas']
"['colores\notros ramón arellano\ncuerno', 'sinaloa\namante', 'ramón arellano\nnadie', 'sinaloa\nbien']"
"['\ufeffreclusorio sur', 'alfredo ríos galeana', 'acapulco\ntal', 'metralleta americana\nadiós', 'banca nacionalizada', 'alfredo ríos galeana\ncómo']"
"['mz\notros le dicen ""', 'la ley', 'm nomas']"
"['envidiosos\nahija', 'lira\npuro', 'navojoa\nmunicipio']"
"['tierra caliente', 'banda fuego', 'los estados unidos', 'tierra caliente', 'atlanta giorgia']"
"['r15\ndisparando', 'javier torres', 'manuel torres\nél te', 'de culiacán', 'salado\ndel cajoncito a la ilama', 'manuel torres\nél te']"
['el rosario']
['judicial federal\nde narcóticos me']
"['don adelio', 'adelio lópez', 'adelio lópez falcón']"
"['san ignacio', 'canelos de durango', 'rancho el chilar', 'vida mafiosa', 'los canelos']"
[]
"['alfredo beltrán', 'caricias para las damas']"
"['el centenario', 'los ángeles', 'los ángeles', 'san francisco', 'las vegas']"
"['feria ganadera', 'santiago meza']"
['comando 4']
"['mónico de luna', 'isidro pérez', 'mariano pérez', 'mariano pérez']"
"['viajes carrillo', 'díganle al águila blanca']"
"['boeing 727', 'novecientos mil de verdes', 'los buitres', 'concha querida']"
['santa rosa']
['soy cerebro']
['la ley']
[]
"['vestidos de negro', 'muchachos de arranque', 'saben del peligro', 'la ciudad', 'patrón satisfecho']"
"['el torreoso', 'arón beltrán', 'raúl beltrán', 'arturo beltrán', 'de coloma']"
"['con punto', 'mi pistola', 'kalashnikova\ncumplen', 'bicentenarios de oro\nbrillan', 'guerra\nsigo']"
['la mota']
[]
"['san luis río colorado', 'empecherado del diario']"
"['guzmán loera', 'guzmán loera', 'chapo guzmán', 'chapito guzmán', 'iván archivaldo', 'dios me los ha de cuidar', 'rancho de jesús maría']"
"['el perico', 'compadre juan', 'atraviesan el desierto', 'cruz de lotaseuta']"
"['mister lápiz', 'los ángeles', 'san rodeo', 'patio del realto', 'salón las flores']"
"['un hombre de veras fino', 'trabajando a su manera', 'tomando cerveza y vino', 'del dorado']"
['el talibán']
"['había de pueblos unidos\nde la estación', 'mexicali\nde navolato', 'durango\nde sonora', 'arizona\nde culiacán', 'el dorado', 'festejando el año nuevo\npara plebitas sinaloa\npara cocaína colombia\npara el sueño un toque de kush']"
"['un san judas', 'un buen hombre sencillo', 'una m grande', 'mis paisanos me quieren', 'z\nla señora h2', 'viviendo contento', 'un san judas', 'mil guaruras protegen mi espalda']"
"['ajustes inzunza', 'no, señor', 'lo que yo puedo hacer por usted', 'solo el uno']"
[]
['la mano que te da de comer']
[]
['don juan']
"['rey midas', 'rey midas', 'rey midas']"
"['me siento bien traicionado', 'ismael zambada', 'javier de los llanos', 'mario aguirre.\n']"
[]
['la candelaria']
['gerardo ortiz']
"['pancho villa', 'soy el número', 'manuel torres félix']"
"['virus ántrax', 'grandes jefes']"
"['bienvenido al mundo real', 'tus lágrimas', 'soy pistolero de un jefe', 'recé tres ave marías', 'empuñé mi rosario', 'soy culpable y he pecado', 'por mala suerte']"
"['cómo extraño el rancho', 'javier torres de los llanos', '¡puro calibre 50', 'javier torres de los llanos']"
"['la tuna', 'los del barranco', 'las piedras']"
"['agua caliente', 'los ángeles', 'mi browning']"
"['de colombia', 'cártel de juárez', 'boeing 727']"
"['arroyo seco', 'súper\nsubió', 'el comandante', 'don juan', 'don juan', 'joaquín guzmán', 'saludo al chapito lomas']"
"['calorón macizo', 'la mota', 'soy de rancho', 'nuevo león', 'la virgen', 'san judas']"
"['luis aguirre', 'luis aguirre', 'nuevo laredo']"
"['la santísima muerte', 'soy panchito']"
"['san isidro', 'emilio varela', 'san clemente', 'san antonio', 'los ángeles', 'san francisco']"
"['joaquín ""el chapo', 'soy el tío para mis sobrinos', 'chapo"" guzmán', 'corrido natal del molino', 'don lupe']"
[]
"['el roble', 'el quelite', 'el niño perdido', 'el torito', 'dios!\n\nme dicen enamorado', 'el negro', 'el quelite', 'el niño perdido', 'el torito', 'dios!\n\nsoy del mero', 'el quelite', 'el niño perdido', 'el torito']"
"['félix gallardo', 'miguel ángel', 'licenciatura en comercio', 'pablo escobar', 'rodríguez gacha', 'jc music', 'don neto', 'caro quintero']"
"['beretta\npara el que se pase de vivo', 'mi madre', 'perdón a mis jefecitos', 'soy el vago del vecindario']"
['eres como la sandía']
"['tierra blanca', 'tierra blanca']"
"['sección!\n¡ay', 'sushi ranch roll']"
"['soy el belicón', 'peso pluma', 'soy el belicón']"
"['luis r.\nhaciendo verdes', 'varias cheyenes', 'tía me', 'doble p!\n¿ah']"
"['robando carros', 'moví mota', 'don mencho', 'el charco']"
"['iván archivaldo', 'montado en la merced', 'iván archivaldo']"
"['señor de la montaña', 'cuernos del diablo', 'viejo lobo', 'ángel azul', 'junior h', 'cuernos del diablo', 'viejo lobo', 'ángel azul']"
['doble p!\n¡así nomás']
"['la tuna', 'puente grande', 'cholo iván', 'jesús maría', 'amistades de grandeza', 'cholo iván', 'm grande']"
"['las cuatro', 'señor de los gallos', 'las cuatro']"
"['la doble p.\n¡los corridos', 'silver lv', 'bien forrados los paquetes']"
"['ju-ju-ju-ju-uy!\nvamos', 'montando caballo en yeezy', 'rancho humilde', 'nata!\nuh', 'mi madre', 'puerto rico', 'el dasa', 'puerto rico!', 'viva méxico!']"
"['doble p!\n', 'luis r', 'diez mil personas traigo a mi mando']"
"['tirando línea', 'puro paso', 'el alto', 'mafia de la calle']"
"['junior!\ncon esta pieza', 'compa óscar', 'no me des excusas', 'junior h', 'no me des excusas']"
