Término
los ángeles
san francisco
el quelite
el torito
iván archivaldo
el chapo
don juan
rey midas
la ley
el niño perdido
ángel azul
junior h
chito cano
viejo lobo
tierra blanca
cholo iván
soy el belicón
cuernos del diablo
"durango
a"
un san judas
las cuatro
"río bravo
son"
no me des excusas
"manuel torres
él te"
"durango
de sonora"
la tuna
tierra caliente
javier torres de los llanos
mari olorosa ojos verdes
la mota
guzmán loera
mi madre
boeing 727
mariano pérez
"los bravos del norte
el corrido de"
luis aguirre
""
ismael zambada
la mano que te da de comer
""
me siento bien traicionado
gerardo ortiz
javier de los llanos
"mario aguirre.
"
los del barranco
¡puro calibre 50
cómo extraño el rancho
por mala suerte
soy culpable y he pecado
empuñé mi rosario
recé tres ave marías
soy pistolero de un jefe
tus lágrimas
bienvenido al mundo real
grandes jefes
virus ántrax
manuel torres félix
soy el número
pancho villa
la candelaria
""
solo el uno
una m grande
lo que yo puedo hacer por usted
san rodeo
cruz de lotaseuta
atraviesan el desierto
compadre juan
el perico
rancho de jesús maría
dios me los ha de cuidar
chapito guzmán
chapo guzmán
empecherado del diario
san luis río colorado
""
"guerra
sigo"
"bicentenarios de oro
brillan"
"kalashnikova
cumplen"
mi pistola
con punto
de coloma
mister lápiz
patio del realto
"no, señor"
salón las flores
ajustes inzunza
mil guaruras protegen mi espalda
viviendo contento
"z
la señora h2"
mis paisanos me quieren
agua caliente
un buen hombre sencillo
"festejando el año nuevo
para plebitas sinaloa
para cocaína colombia
para el sueño un toque de kush"
el dorado
"arizona
de culiacán"
"mexicali
de navolato"
"había de pueblos unidos
de la estación"
el talibán
del dorado
tomando cerveza y vino
trabajando a su manera
un hombre de veras fino
las piedras
nuevo león
mi browning
"la doble p.
¡los corridos"
m grande
amistades de grandeza
jesús maría
puente grande
"doble p!
¡así nomás"
señor de la montaña
montado en la merced
el charco
don mencho
moví mota
robando carros
"doble p!
¿ah"
tía me
varias cheyenes
"luis r.
haciendo verdes"
peso pluma
sushi ranch roll
señor de los gallos
silver lv
de colombia
bien forrados los paquetes
compa óscar
"junior!
con esta pieza"
mafia de la calle
el alto
puro paso
tirando línea
diez mil personas traigo a mi mando
luis r
"doble p!
"
viva méxico!
puerto rico!
el dasa
puerto rico
"nata!
uh"
rancho humilde
montando caballo en yeezy
"ju-ju-ju-ju-uy!
vamos"
"sección!
¡ay"
eres como la sandía
soy el vago del vecindario
perdón a mis jefecitos
san clemente
emilio varela
san isidro
soy panchito
la santísima muerte
nuevo laredo
san judas
la virgen
raúl beltrán
soy de rancho
calorón macizo
saludo al chapito lomas
joaquín guzmán
el comandante
"súper
subió"
arroyo seco
cártel de juárez
san antonio
"joaquín ""el chapo"
soy el tío para mis sobrinos
miguel ángel
"beretta
para el que se pase de vivo"
caro quintero
don neto
jc music
rodríguez gacha
pablo escobar
licenciatura en comercio
félix gallardo
"chapo"" guzmán"
"dios!

soy del mero"
el negro
"dios!

me dicen enamorado"
el roble
""
don lupe
corrido natal del molino
arturo beltrán
"río grande
ya"
arón beltrán
"tamaulipas
chihuahua"
"laredo
anden"
de reynosa
chon garcía
mes de octubre
padre nuestro
la tierra
"medellín
don pablo escobar gaviria"
"jalisco
laboratorio"
"sierra de coahuila
de sinaloa"
"chapo
las"
amigo de los amigos
"sierra
tengo"
"sierra
me crie"
francisco beltrán
francisco lópez
"francisco beltrán
ellos"
"culiacán
andaban francisco lópez"
el palmito
""
de sudamérica
el torreoso
"los estados unidos
allá"
"san quintín
de"
arnulfo muy malherido
el teniente malherido
"oiga, ¿qué me ve?"
estaba arnulfo
"sierra
tierra"
"señores
andan"
"sinaloense
lo digo donde yo quiero
estado"
"sacramento
de durango"
"américa latina
no"
"ja-ah
¡viva méxico!
una troca"
"mcdonald's
aprendí"
murió el tigre de tijuana
"san isidro
y"
"con el demonio metido
preparo"
de texas
"miguel félix
nomás"
"chapo guzmán
menos"
"josé perales
nada"
"linares
la"
"bravo
y el otro"
lino quintana
"los estados unidos
diez"
javier peña
"zacatecas
a un federal de caminos
era de verdad muy hombre"
"tamaulipas
los hombres"
"el parral
la verdad"
el altar
"el candil
otros"
"sheriff
porque yo no sé cantar"
"condado
una sirena lloraba
un emigrante gritaba
"
josé perales
"san antonio
los"
el paso
"luisiana
derechito"
"luisiana
mr"
don nicanor
esperándolos simón
"ramón
y en la troca"
calle navidad
"escúchame hijo
te gustaría que regresáramos a vivir méxico"
wanna go back to mexico
"río bravo
me"
en méxico
liborio cano
"anastasio pacheco
murió anastasio
que"
murió anastasio
"víctor ayala
""compadre"
decía timoteo gonzález
real de los reyes
víctor ayala
"víctor ayala
le"
"anastasio pacheco
principal"
"juan sarmiento
quisiera"
"sierra
buscaban"
"camargo
junto"
el rojo
"m60
cacareaba"
"conchos
cantaba"
juan el grande
sierra de chihuahua
"sierra
soy el gato de"
""
"reynoso
dijo"
adelio lópez
alfredo beltrán
""
los canelos
vida mafiosa
rancho el chilar
canelos de durango
san ignacio
adelio lópez falcón
don adelio
"navojoa
municipio"
"judicial federal
de narcóticos me"
el rosario
"salado
del cajoncito a la ilama"
de culiacán
javier torres
"r15
disparando"
atlanta giorgia
los estados unidos
caricias para las damas
el centenario
las vegas
feria ganadera
patrón satisfecho
la ciudad
saben del peligro
muchachos de arranque
"san antonio
sin"
""
soy cerebro
santa rosa
concha querida
los buitres
novecientos mil de verdes
díganle al águila blanca
viajes carrillo
isidro pérez
mónico de luna
comando 4
santiago meza
banda fuego
"lira
puro"
tener muchas mujeres me gusta
"enemigo de enemigos
alegre"
"epifanio vargas
""teresa"
"cessna
en la sierra"
"ciudad juárez
les"
"tere
""te"
"teresa mendoza
el güero"
"sinaloa
la tía"
"de ciudades a la sierra
y de la sierra a fronteras
especial al capirruri
que"
"coronel
capitanes"
"ciudad
amigo"
"envidiosos
ahija"
"san diego
sonó"
el county
soy de la ley
highway patrol
"oh, shit"
"sinaloa
pasa"
camello primo
la negra
"don santiago fisterra
juntaron"
manolo céspedes
"mexicana
a veces de piel vestía"
su tierra
m nomas
"mz
otros le dicen """
"alfredo ríos galeana
cómo"
banca nacionalizada
"metralleta americana
adiós"
"acapulco
tal"
alfredo ríos galeana
﻿reclusorio sur
"sinaloa
bien"
"ramón arellano
nadie"
"sinaloa
amante"
"colores
otros ramón arellano
cuerno"
la muerte anda entre las sotas
"miami
de la unión americana"
"mexicana
dicen"
"mar
una mujer muy valiente"
"tierra natal
teresa"
vestidos de negro
