Unnamed: 0,title,artist,lyrics
624,Corrido de Porfirio Gonzales,Kiko Montalvo,"eran de un pueblo de nuevo león
china es el nombre de la población
en ese pueblo los combocaron
para la guerra sin una espera
y los mandaron
por su gran valor a carta cabal
porfirio gonzález llegó a general
y su hermano rames también se apuntó
las muchas victorias
le dieron el triunfo a la revolución
don rames gonzález fue el hombre aquel
que por su valor llegó a coronel
peleando en celaya la hacienda la viña
el puso muy alto
escribió con sangre el nombre de china
el general porfirio gonzález
le dice a salinas refuercen a rames
yo los espero en el rancho del toro
mañana temprano al caer el alba
rumbo a matamoros
apenas me acuerdo estaba yo franco
allá en matamoros se unió lucio blanco
les estoy contando sin exagerarles
que ahí se rindieron con pavor y miedo
dos mil federales
esto que les digo tenganlo en memoria
las gentes de china
siempre han hecho historia
ahí lucio blanco dijo con decoro
gracias a estos hombres
hemos conquistado ciudad matamoros"
625,Corrido de Rosaura,Sparx,"la más bonita del pueblo
rosaura siempre lo fue
tenía muy largo el cabello
sus labios como un clavel
tenia de ingrata la fama
con hombres siempre jugo
por ser coqueta y liviana
muy triste muerte encontró
a la orilla de una presa
a eso del anochecer
cita de amores tenía
con dos rancheros de ley
nabor uno se llamaba
y el otro de nombre abel
el corazón les brincaba por tan bonita mujer
en una noche de junio
la gente ruidos oyó
de dos que andaban nadando
después nadie regreso
al otro día muy temprano
ahogado abel se encontró
pero el cuerpo de rosaura
nunca a la orilla salió
nabor huyo a las montañas
y al pueblo nunca volvió
su cuerpo hallaron colgado
de un árbol que se seco
cantando están las mujeres
su ropa van a lavar
los toros bajan al agua
ahí pavos en el lugar
en medio de aquella presa
donde rosaura se ahogo
entre las flores de lodo
un lirio blanco broto"
626,Corrido de torreon,Corridos Mexicanos,"corrido de torreón
letra y música alberto gonzález domene y túpele mi chayito
a ese meritito corrido de torreón
sí señor
soy de la tierra del norte
del mero coahuila distrito de viezca
de la ciudad de torreón dónde andan mis dorados
en un furgón de transporte nací cuando villa
quiso tomar la estación
fue mi sollozo el cañón
mi cuna el ferrocarril
me arrullaron los balazos del 3030 y fusil
de ahí me llevó la tropa
pal rumbo de mapimí
en mi región no hay paisajes de valles floridos
ni valles ni bosques
pero que tal algodón
y qué dorados trigales se mesen dormidos
al despertar la labor
y recordando el confín
del cielo fúlgido azul
áridos cerros plateados siempre bañados de luz
aquel de las calabazas y el cerrito de la cruz
vámonos pa durango
bonito gómez palacio región de durango
detrás del río nazas
cuando el vergel lagunero
donde se vive despacio
y al ver las muchachas
hay que quitarse el sombrero
pero qué esbelta mujer
la que pasea por torreón
por la avenida morelos y la calzada colón
se mecen igual las palmas
al ritmo de mi canción
dicen que andamos en la uva
bebiendo las viñas
que andamos alegres
porque nos ven muy contentos
es que en mi bella laguna
sí vale la vida sí vale la vida
aunque nos cambien los vientos
ya me voy a despedir
porque me espera mi amor
con la mujer lagunera hay que tener corazón
tan ancho como las calles
que cruzan por mi torreón"
627,Corrido De Un Pobre Mexicano,Corridos Mexicanos,"un pobre mexicano que escribió humildemente
en nombre de unos héroes de quienes voy a hablar
sus nombres son sagrados de francisco y mendoza
emiliano zapata aquí es su jefe está
mendoza es el modelo de los jefes que operan
por todo el sur y centro de méxico a la vez
por eso en los estados de morelos y puebla
hay orden y respeto para todo hombre de bien
los jefes marcelinos rodríguez y galindos
espinoza y caamaño baranda y primosón
ignacio maya y otros francisco y josé mozo
eduardo y cleofas torres lucharon con valor
todos los mexicanos vivan viva zapata
viva también mendoza y todos los demás
que muera el mal gobierno de victoriano huerta
que muera o que renuncie queremos ya la paz
por todos los traidores que han sido voluntarios
que acompañan a huerta y a todo su escuadrón
así los conquistamos aunque somos hermanos
sepan que aquí zapata reclama al invasor
justicia les reclama detesta la idiominia
del gobierno tirano porque no rige ya
al toque de campanas vámonos a las filas
todos los mexicanos que quieran libertad
han silbado los cuernos despierta la mañana
concédenos este ruego tu santa bendición
usted es protectora virgen guadalupana
para todo hijo de méxico que ama a nuestra nación
todos los mexicanos vivan viva zapata
viva también mendoza y todos los demás
que muera el mal gobierno de victoriano huerta
que muera o que renuncie queremos ya la paz
viva la independencia viva la libertad
el plan villa de ayala que se dio a conocer
que goce nuestra patria de paz tranquilidad
y la nueva reforma resuene por doquier
una corona ofrezco de mirlos y de rosas
jazmines y laureles guirnaldas flores mil
a los libertadores de la nueva reforma
una canción a ustedes yo les envío aquí"
628,Corrido de Zapata Niño,Corridos Mexicanos,"vengo a cantarles señores
una nueva novedad
y es que zapata está vivo
pero vivo de verdad
cuando los viejos platican
 cuento que el viento llevó 
gustan de hablar de zapata
que muy niño se anunció
cuida el pueblo su leyenda
con alfarero fervor
la pule la va puliendo
la guarda en una canción
después nos llega el ""corrido""
de un ignorado cantor
y así vive entre su pueblo
lo que este pueblo adoró
gesta de los hombres fuertes
que dió la revolución
zapata desde muy niño
en un corrido vivió
nos dice y anda diciendo
algún viejo decidor
que zapata muy temprano
apuntó a libertador
en anenecuilco fue
misérrima población
cerca de villa de ayala
donde zapata nació
jacales de anenecuilco
calleja donde creció
su cuerpo de niño serio
y concentrado vigor
una leyenda señala
su prematura intuición
leyenda que el pueblo quiere
y que este pueblo amasó
siendo muy niño nos dice
emiliano presenció
cómo despojaba al padre
la injusticia del patrón
es que la tierra no es nuestra ? 
si en esta tierra nació
si en esta tierra ha jugado
y en esta tierra creció
zapata mira a su padre
que el trabajo encaneció
las manos del viejo tiemblan
tiembla de rabia la voz
zapata mira a su madre
ocultando su dolor
tras el rebozo que ciñe
y que el llanto ya mojó
zapata el niño no entiende
la injusticia del patrón
cómo les quita la tierra
cuando aquí siempre vivió ? 
zapata niño predica
del jornalero la unión
y recuperar la tierra
que la codicia quitó
 no seas tonto ha dicho el padre
todo lo puede el señor
todo lo tienen los amos
el indio sólo el dolor
entonces dijo zapata
con extraña decisión
cuando sea grande la tierra
se la quitaré al patrón"
629,Corrido Del 1 Y El 2,Cardenales de Sinaloa,"el viento me trae las nubes
las nubes me traen el agua
los dolares me los traen
traficantes de chiuahua
lo que es el 1 y el 2
no le temen ni alas balas
el 1 le dise al 2
prepara muy bien la gente
ya estan listo los aviones
para mandarle alos clientes
tres toneladas de mota
el primo ya nos las tiene
el goyo desde la sierra
ala ciudad les ablaba
contestaba el doble uno
ke dise mi camarada
me manda ya los aviones
ala casa colorada
el uno es muy conocido
mafiosos y muy aventado
judicial y federales
atodos los a comprado
y aquel que le juega chueco
la vida les a costado
el 7 y el 2 se encoentran
con el 1 aya en chihuahua
en sus trokonas del año
y las bolsas bien hinchadas
de dolares y perico
y sus escoadras fajadas
el 21 es su compadre
querido y muy apreciado
a crusado la frontera
como un gallo muy jugado
yebarle polvo alos negros
y pasarlo al otro lado
el 1 ya se despide
con sus amigos rodeado
con un plato bien servido
y un 24 asu lado
teniendo vino y mujeres
se siente bien arreglado"
630,Corrido Del 24,Adán Romero,"me dicen el 24
entre la gente important
mis amigos y parientes
tambien me llaman tecate
yo soy nacido en la sierra
en el pueblo de la ese
en el negocio donde ando
se anda rifando la muerte
que ya venga adan romero
a cantarme mis corridos
traigan perico y cerveza
tambien botellas de vino
siempre he sido responsable
por eso tengo un lugar
y en el momento preciso
me la he sabido jugar
traigo plebada en mi mando
como tambien tengo jefe
akien yo respeto mucho
porque es un hombre valiente
los numeros andan fuertes
por todos es muy sabido
las cosas se ponen bien
porque somos muy unidos"
631,Corrido Del Espectro de Zapata,Corridos Mexicanos,"señores voy a cantar
un horrible sucedido
que pocos habrán sabido
y muchos han de ignorar
en cuautla morelos hubo
un hombre muy singular
que bajo su mando tuvo
a las gentes del lugar
fue amado por los vecinos
fue tenido como jefe
y no hay uno que se deje
quitarlo de sus caminos
justo es que lo diga ya
hablándoles pues en plata
era emiliano zapata
muy querido por allá
su fama triste por cierto
las américas cruzó
y el mundo se sorprendió
al saberse que fue muerto
las ardillas y las tuzas
las liebres y hasta el tejón
sus trampas y escaramuzas
era su mejor lección
que lo digan los vecinos
que nunca le alzaban pelos
si conocía los caminos
de todo cuautla morelos
los federales quisieron
darle alcance y se cansaron
los maderistas siguieron
y tampoco lo lograron
huerta que era muy entrón
le pisaba los talones
pero el otro le enseñó
que tenía muchos calzones
y en fin el actual gobierno
sin andarse con rodeos
le dio sopa de fideos
y lo despachó al infierno
su cuerpo al fin sepultaron
llenos de júbilo y gozo
y muchos muchos lloraron
por sus culpas y reposo
pero su alma persevera
en su ideal ""libertador""
y su horrible calavera
anda en penas oh terror
tal constancia a todos pasma
de la noche en las negruras
se ve vagar su fantasma
por los montes y llanuras
se oyen sonar sus espuelas
sus horribles maldiciones
y rechinando las muelas
cree llevar grandes legiones
extiende la yerta mano
y su vista se dilata
recorre el campo suriano
el espectro de zapata"
632,Corrido Del Martir de Chinameca,Corridos Mexicanos,"escuchen señores
escuchen señores
mi último canto
que destila llanto
los viles traidores
segaron la vida
que fue muy querida
de los sembradores
mas sabed campesinos
que cayó emiliano
por los asesinos
de don venustiano
pero es golpe que mata
en acción desleal
a sólo zapata
pero no a su ideal
escuchen surianos
escuchen hermanos
maldición venganza
clamorean los llanos
contra de carranza
adiós me despido
con este corrido
dormirá mi canto
pidiendo venganza
contra de carranza
en el camposanto"
633,Corrido Delas Comadres,Corridos Mexicanos," ahora venga a noticiarse comadrita
unas notas que en la calle recogí
que los bravos y temibles carrancistas
esta noche se han pelado ya de aquí
 no es posible comadrita que sea cierto
que esta noche se hayan ido sin decir
si usté sabe que valientes y aguerridos
con las vacas se pusieron a reñir
 pues ya ve que en esta plaza impera
la brigada de jonacatepec
ellos son valientes en la lucha
y en tepetate rejonean después
 me despido comadrita porque es tarde
ay mañana seguiremos la versión
no sea que vaya a venir ya su compadre
y me juzgue carrancista de ocasión
 mejor perro comadrita y no un cobarde
un cobarde o mendigo de ocasión
zapatistas aunque al mundo no le cuadre
y aunque viejas no cambiamos de opinión"
634,Corrido Nueve Años Se Cumplieron,Corridos Mexicanos,"nueve años se cumplieron de la revolución
y la patria querida no hallaba ni que hacer
toditos los tratados eran una adulación
y para el mexicano sufrir y padecer
voy a hablar del gobierno de don porfirio díaz
que fue de más conciencia en la persecución
cuando a los maderistas con furia perseguía
a los pueblos trataba con consideración
cuando a pueblos llegaban fuerzas del señor díaz
llegando preguntaban pues por la autoridad
nada más indagaban por la gran rebeldía
que en los cerros andaban con el fin de peliar
mirando don porfirio que no había de ganar
dispuso el armisticio la guerra suspendió
madero con sus tropas entró a la capital
y ahí quedó el gobierno a su disposición
luego ese presidente de méxico se fue
para la vieja europa hizo su embarcación
dejó a la pobre patria en un cruel padecer
inundada de sangre cielo qué compasión
después siguió la guerra con francisco i madero
en contra de otros jefes que no se querían rendir
anduvo bajó con tropas a cuautla de morelos
a ver si en conferencia los hacía convenir
pero no sucumbieron zapata y otros jefes
a las órdenes que traiba don francisco i madero
y siempre pronunciados se quedaron renuentes
por todito el estado nombrado de morelos
cuando el señor naranjo se hizo del poder
quedando en cuernavaca de un gran gobernador
mando a juvencio robles el cual se dio a temer
quemando a muchos pueblos con bastante rigor
cuando a pueblos llegaban las fuerzas naranjistas
pacíficos huían con el fin de escapar
a todito el estado nombraban zapatista
y por esa razón lo querían arrasar
y se fue el año doce para el plan de morelos
no conocía justicia ni paz ni libertad
al cielo se quejaban las cuadrillas y pueblos
sólo los naranjistas traían autoridad
por fin se le llegó a francisco i madero
el cual ni pensaba en su trance de agonía
mil novecientos trece en el mes de febrero
con huerta y mondragón blanquel y félix díaz
de luto se vistió la hermosa capital
porque fue muy temible aquella guerra cruel
y cuando se tomó el palacio principal
a madero capturó el general blanquel
entonces terminó el partido maderista
y de la presidencia huerta se apoderó
también incendió a pueblos el gobierno huertista
la historia lo titula por tirano y traidor
muchos ruegan por él si ya se halla en descanso
según los forzamientos de cómo nos trató
allá luzbel lo tenga siquiera en fuego manso
por los crueles incendios y levas que inventó
son páginas de sangre de luto y de tristeza
que se verá en la historia con mucha admiración
hablando de tiranos como fue el señor huerta
ese juvencio robles villegas y cartón
los pueblos lo que quieren son buenas garantías
que se juzgue arreglado el código legal
fungiendo bien sus leyes mucho agradecería
respetando el derecho así se hará la paz
ay si resucitara el señor benito juárez
y viera nuestra patria en tan cruel situación
sólo él la libraría de toditos los males
y rigieran las leyes de la constitución
en fin patria querida cuándo terminarán
las guerras fraticidas que sufre tu nación ? 
ya los pueblos honrados desean tranquilidad
porque ya están cansados de la revolución"
635,Corrido Tumbero part LGante y Ovi,Dan Sanchez,"yah
yo aquí fumando llegan recuerdos
de cuando andaba allí en el barrio sin un peso
vine de abajo y no me avergüenzo
doy gracias a papá por los consejos
voy navegando por el expreso
un san juditas que me cuida va en el pecho
sigo en mi bando yo no me vendo yo no me voy a doblar yeah
va el más elegante con el lgante
abran paso traigo la guita
y con nosotros andan cinco dementes
bien mal de la mente por si alguien se agüita
no son hombres son señoritas
no son reales son de mentira
real son mis letras mi hijo mi vida
real es el dios de allá arriba que siempre me cuida
tengo lo que quiero porque me lo busqué yo
dime dónde estaban cuando este hombre se cayó ? 
llega la fama el dinero y todos quieren ser amigos pero ninguno creyó
y así suena jeje
eh un corrido tumbero ahí
siempre firme sin olvidar de dónde vengo
con ganada de estar en el barrio para disfrutar lo que tengo
lo estamos haciendo prolijo para que no salte la ficha
para que no nos falte el techo y que siga esperando el nicho
siempre fui por la moneda nunca esperé de ninguno
por la carretera saco fuego y prendo uno
recuerdo el pasado y se me viene un fuego puro
y aunque ellos quisieron bajarme ninguno pudo
yo encaro por mi familia y por mi hija que está en camino
va a nacer con tres millones esperando bajo de su cuna
me va guiando la luna
llevo flores adentro de un frasco de aceitunada
relajado un poco más por no haber fallado ninguna
la mala la pasé la buena todavía la espero
seguido por todo pero no me desespero
le mando un saludo para mi amigo el chita
que me hizo escucha el sonido del corrido y ahora nació esta rolita
eh
lgante perro
yah
dan sánchez
uh
compa dan
nadie lo esperaba que las cosas salieran bien
hoy subimos de nivel ya no estamos en la shit
es insaciable mi sed de las ganas de crecer
porque para poder volar primero debes caer
nadie me lo hizo ver solo tuve que aprender
mucho tramo recorrer y mil piedras me topé
no les miento tropecé y hubo veces que pensé
que poderme levantar ya jamás lo iba a hacer
me toco vivir abajo y ahora aquí andamos en las alturas
ayer sentado en la banqueta de la esquina
y hoy me encuentro aquí grabando con grandes figuras
no hay duda la bolsa está segura
haciendo feria por la letra ya no bisneamos entre la calentura
ya saben cómo es el rollo
ánimo clica
yeah jeje compa nata
y así suena el ovi para
lgante perro
dan sánchez
4 20 para los negro turro ja
corridos tumbados perro
claro que sí"
637,Cosas de La Vida,Los Del Limit,"me muevo en mi propia movida
al estilo que cargó dios me lo ha obsequiado
continúo con todas las vibras benditas
que en mi camino ya pasaron
pasando las nubes siempre me ha mirado
con el humo blanco rolando
siempre positivo nunca negativo
eso siempre desde muy chamaco
mientras la moneda gira
el de abajo va para arriba subiendo a la cima
todos te tratan como un juego
sin saber lo que se estaban perdiendo
el que no le teme a nada
al rato ya gana estoy hablando en serio
son cosas de la vida no solo mentiras
de historias perdidas de aquellos
celebra tus logros pero no te olvides
de aprender de tus fracasos
aprendes gateado no naces trotando
y después aprendes charlando
recuerda no sigas el mismo camino
que otra gente ya ha marcado
avanza y recorre tu propio camino
que el destino te ha preparado
mientras la moneda gira
el de abajo va para arriba subiendo a la cima
todos te tratan como un juego
sin saber lo que se estaban perdiendo
el que no le teme a nada
al rato ya gana estoy hablando en serio
son cosas de la vida no solo mentiras
de historias perdidas de aquellos"
638,Cosas Del Amor,David Olivarez,"ya no llores
muchachita
no estés
pensando
en él
eres apenas
una niña
y empiezas
aprender
por hoy
se fue
el amor
quizá mañana
volverá
no debes
llorar
más
pronto
lo olvidarás
son cosas
del amor
son cosas
de tu edad
lo debes
entender
tenía
que pasar
si quieres
un amor
sincero
aquí estoy
yo
yo sí
te quiero
de verdad
son cosas
del amor
que te vaya
bien
que te vaya
mal
son cosas
del amor
que te hagan
reír
que te hagan
llorar
son cosas
del amor
que haya
llegado yo
a tu corazón
son cosas
del amor
ya no llores
muchachita
no estés
pensando
en él
eres apenas
una niña
y empiezas
aprender
por hoy
se fue
el amor
quizá mañana
volverá
no debes
llorar
más
pronto
lo olvidarás
son cosas
del amor
son cosas
de tu edad
lo debes
entender
tenía
que pasar
si quieres
un amor
sincero
aquí estoy
yo
yo sí
te quiero
de verdad
son cosas
del amor
que te vaya
bien
que te vaya
mal
son cosas
del amor
que te hagan
reír
que te hagan
llorar
son cosas
del amor
que haya
llegado yo
a tu corazón
son cosas
del amor"
639,Cosas Del Amor,Wences Romo,"ya no llores
muchachita
no estés
pensando
en él
eres apenas
una niña
y empiezas
aprender
por hoy
se fue
el amor
quizás mañana
volverá
no debes
llorar
más
pronto
lo olvidarás
son cosas
del amor
son cosas
de tu edad
lo debes
entender
tenía
que pasar
si quieres
un amor
sincero
aquí estoy
yo
yo sí
te quiero
de verdad
son cosas
del amor
que te vaya
bien
que te vaya
mal
son cosas
del amor
que te hagan
reír
que te hagan
llorar
son cosas
del amor
que haya
llegado yo
a tu corazón
son cosas
del amor
ya no llores
muchachita
no estés
pensando
en él
eres apenas
una niña
y empiezas
aprender
por hoy
se fue
el amor
quizás mañana
volverá
no debes
llorar
más
pronto
lo olvidarás
son cosas
del amor
son cosas
de tu edad
lo debes
entender
tenía
que pasar
si quieres
un amor
sincero
aquí estoy
yo
yo sí
te quiero
de verdad
son cosas
del amor
que te vaya
bien
que te vaya
mal
son cosas
del amor
que te hagan
reír
que te hagan
llorar
son cosas
del amor
que haya
llegado yo
a tu corazón
son cosas
del amor"
640,Cosecha Nocturna,Armadillos de La Sierra,"me la rifé cuatro meses
de la semilla a la bola
mojadas y malpasadas
chula se dió la amapola
calleron cerca los huachos
dejamos la planta sola
estaba bien agüitado
tanto trabajo para nada
y que se me ocurre un plan
tenia que actuar de bolada
bamos a rallar de noche
aunque la goma este aguada
le puse doble navaja
a todos los rayadores
tiene que chorrear agusto
asi le dije a los peones
no tengan miedo compitas
tan dormidos los pelones
con lamparas en la frente
de esas de la cazeria
cada uno el cuerno terciado
quien sabe a que hora seria
el chiste es que en la mañana
de los huachos me reia
en corto me fui a venderla
nesecitaba el dinero
para pagarle a los peones
lo primero es lo primero
yya despues mas con calma
fui a comprarme un carro nuevo
asi logré cosechar
el gobierno estaba encima
me la tuve que rifar
poco estimando mi vida
mientras los huachos roncaban
junté kilos de la fina"
641,Costilla,RENEE,"tengo que aceptar
de una vez por todas
la triste situación
que no volverás
solo vivirás
en el recuerdo
lejos de existir
debo admitirlo
no había razón para mi vivir
mas grande que tu
en mi universo
pero el reloj
no para de correr
y mis ganas no
dejan de creer que
te veré atravesar la puerta
sostener mis manos otra vez
sanaras con hilo las heridas
tomare de ti otra costilla
veré como te quitas la armadura
que tanto usaste para defender
dirás que abandonarme fue un error
despertare de esta pesadilla
en mi corazón
vivo de costumbre
ahora que no estas
pero en soledad
sueño con tu voz
decir mi nombre
pasa el tiempo
y no te puedo olvidar
y en mis sueños
no dejo de creer que
te veré atravesar la puerta
sostener mis manos otra vez
sanaras con hilo las heridas
tomare de ti otra costilla
veré como te quitas la armadura
que tanto usaste para defender
dirás que abandonarme fue un error
despertare de esta pesadilla
debo dejar ya de quererte
una parte de mi quiere olvidarte
creo que es lo justo
después de tanto amarte
te veré atravesar la puerta
sostener mis manos otra vez
sanaras con hilo las heridas
tomare de ti otra costilla
veré como te quitas la armadura
que tanto usaste para defender
dirás que abandonarme fue un error
despertare de esta pesadilla"
642,Costumbres,Regulo Caro,"háblame de ti
cuéntame de tu vida
sabes tú muy bien
que yo estoy convencido
de que tú no puedes
aunque intentes olvidarme
siempre volverás
una y otra vez
una y otra vez
siempre volverás
aunque ya no sientas más amor por mi
solo rencor
yo tampoco tengo nada que sentir
y eso es peor
pero te extraño
también te extraño
no cabe duda que es verdad que la costumbre
es más fuerte que el amor
sé que tú no puedes
aunque intentes olvidarme
siempre volverás
una y otra vez
una y otra vez
siempre volverás
aunque ya no sientas más amor por mi
solo rencor
yo tampoco tengo nada que sentir
y eso es peor
pero te extraño
como te extraño
no cabe duda que es verdad que la costumbre
es más fuerte que el amor
no cabe duda que es verdad que la costumbre
es más fuerte que el amor"
643,Costumbre,Los Rojos,"háblame de ti
cuéntame de tu vida
sabes tú muy bien
que yo estoy convencido
de qué tú no puedes
aunque intentes olvidarme
siempre volverás
una y otra vez
una y otra vez
siempre volverás
aunque ya no sientas
más amor por mi solo rencor
yo tampoco tengo nada que sentir
y eso es peor
pero te extraño
también te extraño
no cabe duda
que es verdad que la costumbre
es más fuerte que el amor
y así suenan los rojos
sé que tú no puedes
aunque intentes olvidarme
siempre volverás
una y otra vez
una y otra vez
siempre volverás
aunque ya no sientas
más amor por mi solo rencor
yo tampoco tengo nada que sentir
y eso es peor
pero te extraño
también te extraño
no cabe duda que es verdad que la costumbre
es más fuerte que el amor"
644,Coyuca De Catalan Zapateado,Los Huaches De Tierra Caliente,"soy de guerreros señores
y por guerrero me han de encontrar
soy puro tierra caliente
aunque les parezca mal
soy de guerreros señores
y por guerrero me han de encontrar
soy puro tierra caliente
aunque les parezca mal
siempre traigo en el alma
ese bonito lugar
que viva tierra caliente
coyuca de catalán
siempre traigo en el alma
ese bonito lugar
que viva tierra caliente
coyuca de catalán
coyuca de catalán ayayay
por más que salten y brinquen
con guerrerense no han de poder
porque guerrero es valiente
y se sabe defender
por más que salten y brinquen
con guerrerense no han de poder
porque guerrero es valiente
y se sabe defender
siempre traigo en el alma
ese bonito lugar
que viva tierra caliente
coyuca de catalán
siempre traigo en el alma
ese bonito lugar
que viva tierra caliente
coyuca de catalán
coyuca de catalán ayayay
con mi pistola en el cinto
voy caminando hasta llegar
ya llegaré a chilpancingo
que es la mera capital
con mi pistola en el cinto
voy caminando hasta llegar
ya llegaré a chilpancingo
que es la mera capital
siempre traigo en el alma
ese bonito lugar
que viva tierra caliente
coyuca de catalán
siempre traigo en el alma
ese bonito lugar
que viva tierra caliente
coyuca de catalán
coyuca de catalán ayayay"
645,CRAZYZ,Fuerza Regida,"hola amor qué estás haciendo ? 
a qué hora vienes por mi ? 
te extraño
una guerita bien guapa me dice qué tranza ? 
qué hay que hacer mañana ? 
yo creo que co
gerente traigan muchachas para toda mi plebada
el molly en el agua las pone muy bien
lana
hoy nos enfiestamos
y ojalá que nunca se nos haga de mañana
las plebitas crazys se besan de lengua
igual les gusta la parranda
de la uni están cansadas
y de fingir que se portan bien en casa
les gusta la desvelada
shots hipnotic y lavada
carnal no diga mamadas
que chambea mañana
cáigale sin drama
sabe que hay con
qué pedo quien se me cuadra
si jalo la banda
sin sueño plebada
qué ay que amanecer
lana
hoy nos enfiestamos
y ojalá que nunca se nos haga de mañana
las plebitas crazys se besan de lengua
igual les gusta la parranda
de la uni están cansadas
y de fingir que se portan bien en casa
les gusta la desvelada
shots hipnotic y lavada"
646,Creo En Mí,Natalia Jiménez,"ya me han dicho que soy buena para nada
y que el aire que respiro está de más
me han clavado en la pared contra la espada
he perdido hasta las ganas de llorar
pero estoy de vuelta estoy de pie y bien alerta
eso del cero a la izquierda no me va
uuhuuh ooh uuhuh ooh
creo creo creo en mí
uuh uuh ooh uuhuh ooh
creo creo creo en mí
no me asustan los mísiles ni las balas
tanta guerra me dio alas de metal
mmm
vuelo libre sobrevuelo las granadas
por el suelo no me arrastro nunca más
ya no estoy de oferta estoy de pie y bien alerta
eso del cero a la izquierda no me va y'haa
uuh uuh ooh uuh uh ooh
creo creo creo en mí
uuh uuh ooh uuhuh ooh
creo creo creo
todos somos tan desiguales
únicos originales
si no te gusta a mí me da igual
de lo peor he pasado
y lo mejor está por llegar
uuh uuh oh uuhuh ooh
uuh uuh uuhuh ooh
creo creo creo en mí
uuh uuh
creo creo creo en mí"
647,Creí,El Trono De Mexico,"yo creí saberlo todo en el amor
pero en medio del amor estoy perdido
he tenido aciertos y uno que otro error
y en materia del amor lo he comprendido
que el amar no significa obsesionarse
hasta el grado de olvidarme hasta de mí no
debo aprender que no se debe idealizar
a un ser humano que se puede equivocar
que no se pide nada a cambio
que no soy dueño de sus actos
y si se va debo entender que nuestro ciclo a terminado
debo aceptar que ayer me amabas y ahora no
que funciono lo que tenía que funcionar
que ya no puedes darme nada
que ya no estas enamorada
que todo cambia y que se acaba
y aunque crei saberlo todo en el amor hoy me equivoque
el trono de mexico
yo creí saberlo todo en el amor
pero en esto del amor no hay nada escrito
he tenido aciertos y uno que otro error
y en materia del amor he comprendido
que el amar no significa obsesionarse
hasta el grado de olvidarme hasta de mi no
debo aprender que no se debe idealizar
a un ser humano que se puede equivocar
que no se pide nada a cambio
que no soy dueño de sus actos
y si se va debo entender que nuestro ciclo a terminado
debo aceptar que ayer me amabas y ahora no
que funciono lo que tenia que funcionar
que ya no puedes darme nada
que ya no estas enamorada
que todo cambia y que se acaba"
648,CREÍ,Los Tiranos del Norte,"creí
que tu vida era mía
y que tú me querías
como yo te quiero a tí
cante la ilusión del anhelo
y hubo sol en mi cielo
y alegría de vivir
después
mi canción se hizo triste
lloré cuando yo te perdí
creí
que tu vida era mía
y que tú me querías
como yo te quiero a tí"
649,Crimes,Herencia de Patrones,"diseñador todo el tiempo parís santos
reloj en la muñeca un trofeo me visto como europeo
asesinadados 550 pa el vuelo tienen miedo los toreo
que si cuesta mucho que no ven el hielo
lo que porto aporta un peso un ancla de barco en el cuello
y hoy ando en este pedo no ocupo de mucho
saben que solo las puedo llegan mandados los azules
yo los sorteo me gusta elevarme pero evito los vuelos
va subiendo la alcancía gano mucha feria
pero eso ya lo sabían tiempos encerrados
pero ahora va la mía dolce pa pisar dolce el cinto y la camisa
aún no entiendo cómo lo haces tan fácil
quieren participar como competir si no es de dinero
no hay tiempo pa discutir corretear la bolsa y el proceso repetir
para ti es difícil pero es fácil para mí
chingo de dinero en la bolsa loui
si me toca pues me toca que es arrepentir
no están en lo que estoy no hay razón para mentir
si quieres hacer dinero pásame tu información nomás
toma los riesgos es un carro extranjero mi astronave
y mi hospedaje es un rascacielos aún sigo de callejero
no me agüito de nada yo tengo lo que quiero
jalo un grupo y me desvelo pero no más no se me duerman
va pa largo el encierro trabajando por mi cuenta me gano el respeto
no ocupo decirle que le cuenten los opuestos que me pueden ofrecer
me falta hacer en serio
estafando apilando wallazorcas a placer esto es la vida real
no les cuento de un cuento para que contarles saben lo que represento
así como va a ser la cosa y seguiré haciendo anotando voy ganando
y también sé que pueden ver
no entiendo cómo lo haces tan fácil quieren
participar como competir si no es de dinero
no hay tiempo pa discutir corretear la bolsa y el proceso repetir
para ti es difícil pero es fácil para mí
chingo de dinero en la bolsa loui
si me toca pues me toca que es arrepentir
no están en lo que estoy no hay razón para mentir"
650,Cristina,Edición Especial,"soy mafioso fui importante
valorado entre los grandes
me toco ver toneladas
aviones repletos de droga cruzaba
a la unión americana
a los grandes del gobierno con dolares sobornaba
fueron tiempos de trabajo
por teléfono y por radio
brincábamos los conflictos y siempre arreglaba la dea me buscaba
me querían ver en la jaula
jamás les di ese gusto
me capacito cada chaca
pero conocí a cristina
todo empezó como un juego
y fui y camina y camina
y me llevó a un mundo nuevo
y al llevarme de su mano me cambio la vida les juro no miento
todo se volvía incierto
en cuestión de unos momentos
pasaron meses enteros
que se volvieron en años
descuidando el jale
pues era feliz abrazando a cristina
y con ella me perdí
no medía mis tropiezos
gente que la conocí
aquella vida elegante
vida colmada de lujos
empecé a verla distante amigos y socios gente que me amaba
ya no quería ni hablarme
pero pegado a mi niña
la vida me sonreía
y me refugie en cristina
ya era parte de mi vida
después perdí a mi familia pero me valía
no tenía cabeza
pa mirar lo que yo hacía
del tingo al tango seguía
para lujos ya no había
por ella vendí mi casa
carros y mis propiedades
ando en la calle perdido
sin ni un peso pa gastarme
pidiendo a dios que se apiade de mi pobre vida y me venga a llevar
y todo por el cristal"
